Evidence_ID,Title,Year,DOI,PMID,Country,Population,Study_Design,Domain,Pass1,Pass2,Pass3,Priority,Manuscript_Layer,Section,Citation_Fitness,Contradictory,Replace_Existing,Full_Text_Required,Integrity,Freeze_Change,Why_Useful,Source_URL
EV-0782,Dietary Intakes From Ad Libitum Consumption of Canadian Armed Forces Field Rations Compared With Usual Home Dietary Intakes and Military Dietary Reference Intakes.,2023,10.1093/milmed/usab222,34117489,,,"Journal Article; Research Support, Non-U.S. Gov't",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34117489/
EV-0786,Timing of Stress Fractures in Soldiers During the First 6 Career Months: A Retrospective Cohort Study.,2021,10.4085/1062-6050-0380.19,33975344,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33975344/
EV-0795,Physical fitness in Spanish naval cadets. A four-year study.,2021,10.5603/imh.2021.0002,33829468,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33829468/
EV-0799,Effects of foam rolling for delayed onset muscle soreness on loaded military task performance and perceived recovery.,2021,10.1016/j.jesf.2021.02.002,33786041,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33786041/
EV-0800,Brief behavioral treatment for insomnia: Treatment schedule and training feasibility in the military.,2022,10.1037/ser0000528,33779201,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33779201/
EV-0804,Sex and occupation are salient factors associated with lateral ankle sprain risk in military tactical athletes.,2021,10.1016/j.jsams.2021.02.016,33707156,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33707156/
EV-0809,Relationships between balance and physical fitness variables in firefighter recruits.,2021,10.3233/wor-203401,33612511,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33612511/
EV-0823,Influence of Body Composition on Post-Exercise Parasympathetic Reactivation of Firefighter Recruits.,2021,10.3390/ijerph18010339,33466351,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33466351/
EV-0832,Resolving the Burden of Low Back Pain in Military Service Members and Veterans (RESOLVE): Protocol for a Multisite Pragmatic Clinical Trial.,2020,10.1093/pm/pnaa367,33313735,,,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Pending,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/33313735/
EV-0837,Attaining 95-95-95 through Implementation Science: 15 Years of Insights and Best Practices from the Walter Reed Army Institute of Research's Implementation of the U.S. President's Emergency Plan for AIDS Relief.,2021,10.4269/ajtmh.20-0541,33241783,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/33241783/
EV-0846,A basal heat stress test to detect military operational readiness after a 14-day operational heat acclimatization period.,2020,10.1080/23328940.2020.1742572,33123621,,,Journal Article,Hydration / heat / thermoregulation,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Medical and Cardiovascular Readiness / Discussion,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/33123621/
EV-0857,Differences in Body Composition across Police Occupations and Moderation Effects of Leisure Time Physical Activity.,2020,10.3390/ijerph17186825,32962049,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32962049/
EV-0874,Evaluating Nutrient Intake of Career Firefighters Compared to Military Dietary Reference Intakes.,2020,10.3390/nu12061876,32585995,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32585995/
EV-0878,Concussion-Recovery Trajectories Among Tactical Athletes: Results From the CARE Consortium.,2020,10.4085/1062-6050-10-19,32556201,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32556201/
EV-0886,Implementation and Evaluation of Tactical Combat Casualty Care for Army Aviators.,2020,10.1093/milmed/usz491,32314785,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32314785/
EV-0893,Influence of a Multitask Paradigm on Motor and Cognitive Performance of Military and Law Enforcement Personnel: A Systematic Review.,2020,10.55460/ii7l-nfhc,32203610,,,Journal Article; Systematic Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/32203610/
EV-0899,RETURNING A SPECIAL OPERATIONS CANDIDATE TO DUTY FOLLOWING AN AIRBORNE OPERATION INJURY: A CASE REPORT.,2020,,32089966,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32089966/
EV-0900,Identifying Risk and Resilience Factors Associated With the Likelihood of Seeking Mental Health Care Among U.S. Army Soldiers-in-Training.,2020,10.1093/milmed/usz483,32077952,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32077952/
EV-0904,"Tactical Combat Casualty Care Training, Knowledge, and Utilization in the US Army.",2020,10.1093/milmed/usz303,32074304,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32074304/
EV-0906,Mental Health Service Use in Depressed Military Personnel: A Systematic Review.,2020,10.1093/milmed/usaa015,32073617,,,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/32073617/
EV-0919,A Cross-Sectional Examination of the Association Between Social Media Use and Sleep Among a Sample of U.S. Army Soldiers.,2020,10.1093/milmed/usz423,31822912,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31822912/
EV-0930,Hormonal balance and nutritional intake in elite tactical athletes.,2019,10.1016/j.steroids.2019.108504,31586604,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31586604/
EV-0936,The relationship between vitamin D status and depression in a tactical athlete population.,2019,10.1186/s12970-019-0308-5,31500652,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31500652/
EV-0939,"Implementation interventions for musculoskeletal programs of care in the active military and barriers, facilitators, and outcomes of implementation: a scoping review.",2019,10.1186/s13012-019-0931-1,31419992,,,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31419992/
EV-0944,Multiligamentous Knee Injuries in the Military Tactical Athlete.,2019,10.1097/jsa.0000000000000253,31361717,,,Journal Article; Review,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31361717/
EV-0951,Sleep health and its association with performance and motivation in tactical athletes enrolled in the Reserve Officers' Training Corps.,2019,10.1016/j.sleh.2019.01.004,31208712,,,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31208712/
EV-0954,Improvised Inguinal Junctional Tourniquets: Recommendations From the Special Operations Combat Medical Skills Sustainment Course.,2019,10.55460/4qm4-j8mg,31201768,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31201768/
EV-0959,Effects of sleep extension on cognitive/motor performance and motivation in military tactical athletes.,2019,10.1016/j.sleep.2019.03.013,31096123,,,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/31096123/
EV-0960,"Examining a novel firefighter exercise training program on simulated fire ground test performance, cardiorespiratory endurance, and strength: a pilot investigation.",2019,10.1186/s12995-019-0232-2,31049072,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/31049072/
EV-0971,External Soft-Tissue Hemostatic Clamp Compared to a Compression Tourniquet as Primary Hemorrhage Control Device in Pilot Flow Model Study.,2019,10.1017/s1049023x19000037,30915938,,,Journal Article; Randomized Controlled Trial,Tactical medicine / TCCC / TECC / APH,MODERATE_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/30915938/
EV-0980,Extended Ketogenic Diet and Physical Training Intervention in Military Personnel.,2019,10.1093/milmed/usz046,30877806,,,"Journal Article; Research Support, Non-U.S. Gov't",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30877806/
EV-0983,"Effects of 6-Month Military Deployment on Physical Fitness, Body Composition, and Selected Health-Related Biomarkers.",2021,10.1519/jsc.0000000000002885,30829983,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30829983/
EV-0987,Relationship of Strength and Conditioning Metrics to Success on the Army Ranger Physical Assessment Test.,2019,10.1519/jsc.0000000000003044,30789582,,,Comparative Study; Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30789582/
EV-0991,Risk of post-traumatic knee osteoarthritis after knee injury in military service members.,2019,10.1002/msc.1378,30609244,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30609244/
EV-0998,Fight load index and body composition are most associated with combat fitness in female Marines.,2019,10.1016/j.jsams.2018.10.014,30448087,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30448087/
EV-1009,Effects of Tactical Emergency Casualty Care Training for Law Enforcement Officers.,2018,10.1017/s1049023x18000730,30168405,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30168405/
EV-1010,Hydration Strategies for the Female Tactical Athlete.,2018,,30165726,,,Journal Article; Review,Hydration / heat / thermoregulation,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Medical and Cardiovascular Readiness / Discussion,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/30165726/
EV-1014,Neuromuscular Performance and Hormonal Profile During Military Training and Subsequent Recovery Period.,2019,10.1093/milmed/usy176,30053107,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/30053107/
EV-1020,Risk for Lower Extremity Injury After Concussion: A Matched Cohort Study in Soldiers.,2018,10.2519/jospt.2018.8053,29739302,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29739302/
EV-1026,Self-reported musculoskeletal complaints and injuries and exposure of physical workload in Swedish soldiers serving in Afghanistan.,2018,10.1371/journal.pone.0195548,29621324,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29621324/
EV-1036,Changes in Physical Performance During 21 d of Military Field Training in Warfighters.,2018,10.1093/milmed/usx049,29420780,,,"Journal Article; Research Support, Non-U.S. Gov't",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29420780/
EV-1048,Effects of technique-focused training in conjunction with physical readiness training on Army physical fitness test performance.,2017,,29214624,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29214624/
EV-1050,Sex and age differences in physical performance: A comparison of Army basic training and operational populations.,2017,10.1016/j.jsams.2017.10.002,29100826,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29100826/
EV-1051,Poor anaerobic power/capability and static balance predicted prospective musculoskeletal injuries among Soldiers of the 101st Airborne (Air Assault) Division.,2017,10.1016/j.jsams.2017.10.023,29097231,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29097231/
EV-1052,"High-Mobility Multipurpose Wheeled Vehicle Rollover Accidents and Injuries to U.S. Army Soldiers by Reported Occupant Restraint Use, 1992-2013.",2017,10.7205/milmed-d-16-00318,29087925,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/29087925/
EV-1060,Priorities for implementing nutritional science into practice to optimize military performance.,2017,10.1093/nutrit/nux019,28969346,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/28969346/
EV-1062,Whole dietary patterns to optimize cognitive function for military mission-readiness: a systematic review and recommendations for the field.,2017,10.1093/nutrit/nux009,28969343,,,Journal Article; Systematic Review,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/28969343/
EV-1063,Omega-3 polyunsaturated fatty acids to optimize cognitive function for military mission-readiness: a systematic review and recommendations for the field.,2017,10.1093/nutrit/nux008,28969342,,,Journal Article; Systematic Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/28969342/
EV-1064,Caffeine to optimize cognitive function for military mission-readiness: a systematic review and recommendations for the field.,2017,10.1093/nutrit/nux007,28969341,,,Journal Article; Systematic Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/28969341/
EV-1065,Phytochemicals to optimize cognitive function for military mission-readiness: a systematic review and recommendations for the field.,2017,10.1093/nutrit/nux005,28969340,,,Journal Article; Systematic Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/28969340/
EV-1066,Body mass index predicts selected physical fitness attributes but is not associated with performance on military relevant tasks in U.S. Army Soldiers.,2017,10.1016/j.jsams.2017.08.021,28919497,,,Journal Article; Observational Study,Physical / academy readiness,HIGH_RELEVANCE,CONTRADICTORY_FIT,CONTRADICTORY_CANDIDATE,P0 — CRITICAL,International,Physical and Academy Readiness / Aptidao e academia,CONTRADICTORY,YES,NO,YES,Verified — clear,YES — REVIEW REQUIRED,"May qualify wording, certainty or heterogeneity",https://pubmed.ncbi.nlm.nih.gov/28919497/
EV-1092,Trends and factors associated with insomnia and sleep apnea in all United States military service members from 2005 to 2014.,2017,10.1111/jsr.12543,28448689,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/28448689/
EV-1105,"A Descriptive Analysis of Tactical Casualty Care Interventions Performed by Law Enforcement Personnel in the State of Wisconsin, 2010-2015.",2017,10.1017/s1049023x17000103,28219471,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/28219471/
