evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-1057,29087847,FLZYV6UL,10.7205/milmed-d-17-00051,A New Approach to Organization and Implementation of Military Medical Treatment in Response to Military Reform and Modern Warfare in the Chinese Army.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-17-00051,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1056,29087853,B7KXHNRA,10.7205/milmed-d-17-00093,Effect of Pregnancy on Performance of a Standardized Physical Fitness Test.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-17-00093,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1053,29087897,6G25QPEB,10.7205/milmed-d-17-00002,Identifying Policy Implications and Future Research Directions Regarding Military Community Support and Child Psychosocial Adjustment.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-17-00002,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1052,29087925,TCDP6FEP,10.7205/milmed-d-16-00318,"High-Mobility Multipurpose Wheeled Vehicle Rollover Accidents and Injuries to U.S. Army Soldiers by Reported Occupant Restraint Use, 1992-2013.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-16-00318,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1051,29097231,RPCB3YQD,10.1016/j.jsams.2017.10.023,Poor anaerobic power/capability and static balance predicted prospective musculoskeletal injuries among Soldiers of the 101st Airborne (Air Assault) Division.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jsams.2017.10.023,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1050,29100826,AVY55H2L,10.1016/j.jsams.2017.10.002,Sex and age differences in physical performance: A comparison of Army basic training and operational populations.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jsams.2017.10.002,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1049,29189586,4VCJREG5,10.1519/jsc.0000000000002217,Potential Utility of a Loaded Treadmill Protocol for Tactical Athletes.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000002217,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1046,29233238,GHURZDEA,10.3357/amhp.4955.2018,Neck Kinematics and Electromyography While Wearing Head Supported Mass During Running.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.3357/amhp.4955.2018,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1036,29420780,QLZUP7MN,10.1093/milmed/usx049,Changes in Physical Performance During 21 d of Military Field Training in Warfighters.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usx049,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1034,29425366,KBWF3KNW,10.1093/milmed/usx121,U.S. Marines' Perceptions of Environmental Factors Associated With Alcohol Binge Drinking.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usx121,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1028,29547984,VFMYPGSS,10.1093/milmed/usx123,Are Navy Weight Management Programs Ensuring Sailor Physical Readiness? An Analysis at Naval Medical Center San Diego.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usx123,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1023,29697831,LJ3794XK,10.1093/milmed/usy070,Physical Therapists Forward Deployed on Aircraft Carriers: A Retrospective Look at a Decade of Service.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy070,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1020,29739302,A3LY9W49,10.2519/jospt.2018.8053,Risk for Lower Extremity Injury After Concussion: A Matched Cohort Study in Soldiers.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.2519/jospt.2018.8053,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1016,29897473,WMC5REHX,10.1093/milmed/usy103,Return to Duty Practices of Army Behavioral Health Providers in Garrison.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy103,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1015,29982689,2XWV3LCY,10.1093/milmed/usy088,"Patterns and Associations of Shoulder Motion, Strength, and Function in MARSOC Personnel Without History of Shoulder Injury.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy088,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1014,30053107,GGW7BF3W,10.1093/milmed/usy176,Neuromuscular Performance and Hormonal Profile During Military Training and Subsequent Recovery Period.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy176,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1012,30085226,7Y2K5SWT,10.1093/milmed/usy181,"Combat Readiness, Harm Aversion, and Promotion Eligibility: A Qualitative Study of U.S. Servicemembers Views on Tobacco Use and Control in the Military.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy181,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1003,30371810,VQC4VKL3,10.1093/milmed/usy260,Longitudinal Analysis of CAD/CAM Restoration Incorporation Rates into Navy Dentistry.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy260,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1000,30399921,QKR86CSD,10.1063/1.5038406,Contributed Review: Instruments for measuring Seebeck coefficient of thin film thermoelectric materials: A mini-review.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1063/1.5038406,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0998,30448087,BTVFX4AY,10.1016/j.jsams.2018.10.014,Fight load index and body composition are most associated with combat fitness in female Marines.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jsams.2018.10.014,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0997,30462275,9BD7QINC,10.1093/milmed/usy319,Exploring Chiropractic Services in the Canadian Forces Health Services - Perceptions of Facilitators and Barriers Among Key Informants.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy319,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0994,30527387,EJTRPSUU,10.1016/j.jbiomech.2018.11.036,Lower-limb joint work and power are modulated during load carriage based on load configuration and walking speed.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jbiomech.2018.11.036,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0989,30715475,DRTCQVFI,10.1093/milmed/usy423,Military Physicians Are Not Just Physicians in the Military: Using Leadership Training in Military Graduate Medical Education to Assure Mission Success.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usy423,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0987,30789582,8DTMBQWT,10.1519/jsc.0000000000003044,Relationship of Strength and Conditioning Metrics to Success on the Army Ranger Physical Assessment Test.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000003044,Comparative Study | Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0983,30829983,7VGC285F,10.1519/jsc.0000000000002885,"Effects of 6-Month Military Deployment on Physical Fitness, Body Composition, and Selected Health-Related Biomarkers.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000002885,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0980,30877806,2YW4A557,10.1093/milmed/usz046,Extended Ketogenic Diet and Physical Training Intervention in Military Personnel.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz046,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0970,30922430,3ZAWD675,10.3357/amhp.5229.2019,New ACC/AHA Blood Pressure Guidelines and the Operational Readiness of Naval Aviators and Aircrew.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.3357/amhp.5229.2019,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0964,31004160,QYWCURC6,10.1093/milmed/usz068,Outcomes of Pectoralis Major Tears in Active Duty US Military Personnel: A Comparison of Surgical Repairs Performed in the Forward Deployed Setting to Those Performed in the Continental United States.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz068,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0961,31038172,VRZR2UBQ,10.1093/milmed/usz092,Elevated Environmental Carbon Dioxide Exposure Confounding Physiologic Events in Aviators?,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz092,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0955,31201760,MWCVF2DM,10.55460/8kwd-fdsp,Optimizing Warfighter Lethality Through Human Performance Education.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/8kwd-fdsp,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0951,31208712,2S8MF2BQ,10.1016/j.sleh.2019.01.004,Sleep health and its association with performance and motivation in tactical athletes enrolled in the Reserve Officers' Training Corps.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.sleh.2019.01.004,"Journal Article | Observational Study | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0950,31227038,EYUFMHIW,10.3357/amhp.5329.2019,U.S. Army Parachute Mishap Fatalities: 2010-2015.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.3357/amhp.5329.2019,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0948,31247103,R86WQGNX,10.1093/milmed/usz133,Soldier Attitudes Toward Behavioral Health Profiles in the US Army.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz133,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0947,31269002,YS6FPZH5,10.1519/jsc.0000000000003243,Load-Carriage Conditioning Elicits Task-Specific Physical and Psychophysical Improvements in Males.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000003243,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0943,31361718,6VJ2M5M4,10.1097/jsa.0000000000000237,The Warrior Athlete Part 2-Return to Duty in the US Military: Advancing ACL Rehabilitation in the Tactical Athlete.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/jsa.0000000000000237,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0940,31381387,FA8P3IIJ,10.1377/hlthaff.2019.00298,Utilization Variation In Military Versus Civilian Care: Evidence From TRICARE.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1377/hlthaff.2019.00298,"Comparative Study | Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0931,31567565,HTI3EAWK,10.1097/aud.0000000000000783,Neural Modulation Transmission Is a Marker for Speech Perception in Noise in Cochlear Implant Users.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1097/aud.0000000000000783,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0930,31586604,N9YZ43DS,10.1016/j.steroids.2019.108504,Hormonal balance and nutritional intake in elite tactical athletes.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.steroids.2019.108504,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0925,31674678,HY2V6SDN,10.1111/iej.13243,Targeted endodontic microsurgery and endodontic microsurgery: a surgical simulation comparison.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1111/iej.13243,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0920,31808933,KUC76A6G,10.1093/milmed/usz395,Diplopia and Strabismus After Corneal Refractive Surgery.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz395,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1441,3188280,EFS2TWZ8,10.1016/0304-3991(88)90004-6,Microtomography from limited projections in conventional TEM for 3D reconstruction of an intact cell.,FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1016/0304-3991(88)90004-6,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0900,32077952,V9KVAYMI,10.1093/milmed/usz483,Identifying Risk and Resilience Factors Associated With the Likelihood of Seeking Mental Health Care Among U.S. Army Soldiers-in-Training.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usz483,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0879,32511050,GKBLX5NJ,10.1080/00913847.2020.1780098,Factors associated with musculoskeletal injuries in an infantry commanders course.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/00913847.2020.1780098,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0872,32601703,MPKP7YLA,10.1093/milmed/usaa079,"Biomarkers, Creatine Kinase, and Kidney Function of Special Operation Candidates During Intense Physiological Training.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa079,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0871,32617562,675YY92I,10.1093/milmed/usaa132,Urology Individual Critical Task List: Creation and Validation of a Simulation Curriculum.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa132,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0863,32852304,BAUHCDZE,10.1097/jsm.0000000000000797,Arthroscopic Primary Repair for Partial Proximal Anterior Cruciate Ligament Tear in Military Personnel.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/jsm.0000000000000797,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0851,33007069,WS6Q3X7F,10.1093/milmed/usaa362,A Survey of Energy Drink Consumption and Associated Adverse Effects in Air Force Personnel.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa362,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0845,33136775,CRRSVWX7,10.1519/jsc.0000000000003846,Comparison of Military Recruit and Incumbent Physical Characteristics and Performance: Potential Implications for Through-Career Individual Readiness and Occupational Performance.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1519/jsc.0000000000003846,Comparative Study | Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0839,33202275,TF4KIVYM,10.1016/j.ijbiomac.2020.11.093,"Enzymatic characterization, molecular dynamics simulation, and application of a novel Bacillus licheniformis laccase.",FULL_TEXT_QUEUE,P2,9,2,6,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.ijbiomac.2020.11.093,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0826,33394041,4NZ8DE9Z,10.1093/milmed/usaa565,The Key to Combat Readiness Is a Strong Military-Civilian Partnership.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa565,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0821,33496548,ZYDNS77V,10.1097/ta.0000000000003095,Clinical utilization of deployed military surgeons.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000003095,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0820,33499477,53D7NUVZ,10.1093/milmed/usaa377,"PV[O]H: Noninvasive Enabling Technology, New Physiological Monitoring, and Big Data.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaa377,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0808,33647130,PHPFVHG4,10.2987/20-6928.1,Mosquito Community and West Nile Virus Risk on a National Guard Training Base in Oklahoma.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.2987/20-6928.1,"Comparative Study | Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0805,33664088,STGU2D76,10.1136/bmjmilitary-2020-001700,Correlates of e-cigarette use among active duty US military personnel: implications for cessation policy.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/bmjmilitary-2020-001700,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0800,33779201,U9BNM236,10.1037/ser0000528,Brief behavioral treatment for insomnia: Treatment schedule and training feasibility in the military.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1037/ser0000528,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0798,33789974,Q2BMC8M3,10.1136/bmjmilitary-2021-001776,Utility of preinduction tests as predictors of attrition in infantry recruits: a prospective study.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/bmjmilitary-2021-001776,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0795,33829468,367Y4W9A,10.5603/imh.2021.0002,Physical fitness in Spanish naval cadets. A four-year study.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.5603/imh.2021.0002,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0790,33914895,SHL2WFVF,10.1093/milmed/usab162,"Combating the ""Peacetime Effect"" in Military Plastic Surgery: Implications for Mission Readiness.",FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab162,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0785,34008030,CSQISJNS,10.1093/milmed/usab191,Respiratory Viral Pathogens Among U.S. Military Personnel at a Medical Treatment Facility in Hawaii From 2014 to 2019.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab191,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0782,34117489,KLVPNNJV,10.1093/milmed/usab222,Dietary Intakes From Ad Libitum Consumption of Canadian Armed Forces Field Rations Compared With Usual Home Dietary Intakes and Military Dietary Reference Intakes.,FULL_TEXT_QUEUE,P2,9,2,5,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usab222,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
