evidence_id,pmid,zotero_key,doi,title,batch,workflow_status,ai_decision_provisional,criterion,confidence,source,integrity_status,human_reviewer,human_date,human_decision,human_justification,claim_ready,what_not_allowed
EV-0222,41202565,JBFM7IE8,10.1016/j.janxdis.2025.103080,Tailored strategies to increase the use of an evidence-based psychotherapy for posttraumatic stress disorder: A stepped-wedge randomized trial in military clinics.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41202565/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0219,41209751,MM6MQUIQ,10.20452/wiitm.2025.17975,Outcomes of a newly established bariatric program in a hospital without an intensive care unit: a retrospective analysis of safety and effectiveness.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41209751/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0215,41230887,5DY3ZVHS,10.1093/milmed/usaf541,Neuromuscular Performance Changes in Response to the Australian Special Forces Selection Course.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41230887/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0212,41254421,BP2K6A69,10.1007/s11606-025-09881-0,LGBQ+ Veteran and Service Member Health and Health Care: A Scoping Review of Research from 1994 to 2023.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41254421/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0210,41262649,JEFKVE3V,10.3389/fdgth.2025.1659997,Healthcare practitioners' acceptance of using telehealth in the Kingdom of Saudi Arabia: an application of the unified theory of acceptance and use of technology model.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41262649/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0209,41271416,RQZU29TQ,10.1136/bmjopen-2024-093973,Adherence to Choosing Wisely Africa recommendations in breast cancer care: a cross-sectional study across three Sub-Saharan African centres.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41271416/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0207,41273169,HCZT45PV,10.1093/milmed/usaf516,Prevalence of Insomnia by Sex in U.S. Service Members: A Systematic Review and Meta-Analysis.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41273169/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0201,41323250,27TBVYTV,10.1016/j.jmsacl.2025.11.002,Adapting a commercial sample extraction protocol for biosafety level 3/4 compatible plasma metabolomics analysis.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41323250/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0200,41328140,8HSCF4SP,10.7759/cureus.95823,Efficacy of Fatigue Countermeasures on Cognitive Performance and Operational Safety in Military Pilots: A Systematic Review.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41328140/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0185,41419290,IWDJFGS3,10.1136/bmjopen-2025-101224,Development of a set of value-based healthcare preconditions supporting military trauma patients in military operations: a Delphi study.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41419290/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0178,41470780,5BZQYZKK,10.3390/nu17243835,Leader-Inspired Nutrition: A Framework for Promoting Healthy Nutrition Behaviors and a Nutritionally Fueled and Fit Military Force.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41470780/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0170,41523411,B58UQ25E,10.7759/cureus.98822,"Telemedicine in Afghanistan: Implementation, Outcomes, and Future Directions in a Resource-Constrained Setting.",ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41523411/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0169,41528757,9JEI34QV,10.1093/milmed/usaf614,"Risk Factors for Musculoskeletal Injuries in Military Recruits: The Impact of Sex, Body Fat Percentage, and Physical Fitness.",ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41528757/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0165,41574460,8QLVJD82,10.1177/15248399251415426,Adaptation of the PRIDE in All Who Served Facilitation Manual to Support Scale-Up of a Novel Program for LGBTQIA+ Veterans.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41574460/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0158,41651286,4RDHET2J,10.1016/j.cct.2026.108252,TELE-SLEEP OSA: A protocol for a hybrid type I randomized clinical trial of telemedicine for obstructive sleep apnea among military dependents and retirees.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41651286/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0154,41698662,JFJ67QZA,10.3357/amhp.6762.2026,High +Gz Flight Reduces Cervical 3D Kinematics and Increases Neck Pain in Fighter Pilots.,ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41698662/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0147,41773924,95QZ7ZGL,10.1093/milmed/usag079,"Prevalence and Characteristics of Tobacco/Nicotine Use Among Recent Graduates-United States Military Academy, West Point, New York, 2022-2025.",ADJ-20,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41773924/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0146,41789227,WVKR53YS,10.1097/ms9.0000000000004697,Epidemiology of stress fractures among military cadets: a retrospective cohort study at a tertiary military medical center.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41789227/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0144,41816934,HA3DUTJS,10.1093/milmed/usag105,Examining External Load Variability in a Cadet Population: Impact on Vertical Jump Performance.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41816934/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0142,41822575,QD7AAZ9B,10.14202/vetworld.2026.389-408,"Operationalizing the One Health approach in a conflict-affected setting: A scientometric review of policy foundations, systemic gaps, and future pathways in Ukraine.",ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41822575/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0138,41855071,MV4JT9DT,10.1093/milmed/usag130,Using a Public Health Framework to Address Operational Sleep Health.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41855071/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0137,41863396,KX3L9Y73,10.1093/milmed/usag098,"Rehabilitative Interventions for Flight-Related Musculoskeletal Injuries in the Neck, Shoulder, and Back among Military Pilots and Aircrew: A Systematic Review With Meta-Analysis.",ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41863396/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0129,41906584,B5EUK34J,10.1016/j.jaccas.2026.107030,Bicuspid Aortic Valve Aortopathy in an Athlete: A Case Report and Mini-Review.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41906584/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0123,41964614,ZZ7WNSZW,10.1093/milmed/usag155,Changes in Physical Fitness and Program Utilization During Professional Military Education.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41964614/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0116,41997270,GFMM7RIR,10.1016/j.actatropica.2026.108097,Residual knockdown effects of pyrethroid and neonicotinoid-treated nets on Rhodnius prolixus.,ADJ-21,REVIEW_REQUIRED,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41997270/,Pending,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0113,42028078,AW8438WX,10.1016/j.hrcr.2026.01.014,Idiopathic left posterior fascicular ventricular tachycardia in a military tactical athlete.,ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/42028078/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0111,42053396,BD9AE388,10.1111/psrh.70064,"""It's My Dark Secret"": A Qualitative Study on the Abortion Experiences of US Active-Duty Servicewomen.",ADJ-21,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42053396/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0109,42066479,XSK9A9UQ,10.1016/j.psychres.2026.117176,A qualitative study of digital CBT for veteran depression: Treatment experiences and recommendations for healthcare system integration.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42066479/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0108,42073479,ZFR5629W,10.3390/life16040671,Personal Protective Equipment Immediately Alters the Core-Skin Temperature Gradient in Recruit Firefighters.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42073479/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0106,42088002,7587TZZW,10.3389/fpsyt.2026.1837016,Correction: Innovating military suicide prevention: learnings from the Australian Defence SafeSide Project.,ADJ-22,REVIEW_REQUIRED,PENDING_ADJUDICATION,The record is a correction concerning a military suicide-prevention implementation study; review the corrected source before relevance adjudication.,MODERATE,https://pubmed.ncbi.nlm.nih.gov/42088002/,Pending,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0105,42088595,9GJEZHTM,10.1080/00049530.2026.2664166,Evaluating real-world uptake of the online Military to Civilian Adjustment and Reintegration Measure among former military members.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42088595/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0104,42090316,N3KR7S4Q,10.1093/milmed/usag218,Implementation of a Patent Foramen Ovale Closure Program in a Role 4 Military Hospital: Initial Experience and Proof-of-Concept for Enhancing Cryptogenic Stroke Care and Military Diving Operational Readiness.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42090316/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0094,42176615,NFCLN2YJ,10.1016/j.nepr.2026.104862,From military to civilian nursing: A grounded theory of non-technical competence and the Four-C model.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42176615/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0085,42233423,39NSEMMZ,10.1111/dewb.70044,The Roles of Military Health Diplomacy and Health Security When Conducting Global Health Engagements That Primarily Promote National Security.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42233423/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0084,42245804,IK8Y3XQQ,10.21203/rs.3.rs-9726844/v1,Integrating Large Language Models into Qualitative Methods in Health Services Research: A Proof-of-Concept Study.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42245804/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0083,42268855,RSXE39VU,10.1093/milmed/usag241,Characteristics and Occupational Trends of Military Tactical Athletes with Repeat Atrial Fibrillation Catheter Ablations.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42268855/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0079,42288715,4I442A5U,10.1007/s11524-026-01086-y,Prioritizing Core Factors Needed to Sustain Hospital-Based Violence Intervention Programs: A Delphi Study.,ADJ-22,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42288715/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0074,42321991,Z563AFWR,10.1111/1556-4029.70394,New York State's evidential oral fluid testing program.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42321991/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0070,42340123,NR884JWC,10.1111/jep.70496,"Recalibrating PTSD Screening and Prediction: A Pragmatic Agenda to Reduce Missed Cases, False Alarms and Model Hype.",ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42340123/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0067,42389873,9GJNY5FT,10.1177/15409996261465196,Impact of the Availability of Women's Health Clinics on Unwanted Pregnancy Among Active Duty Service Women.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42389873/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0055,42467735,2ANI88FV,10.1093/milmed/usag333,Impact of Reduced Transport Volume on Deployment Skillsets and Operational En Route Critical Care Skill Sustainment.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42467735/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0053,42472470,BLTKDMAV,10.1093/ptj/pzag074,"The RESOLVE Trial: A Stepped-Wedge, Cluster-Randomized Clinical Trial Evaluating the Effects of Clinical Practice Guidelines and Psychologically Informed Physical Therapy on Low Back Pain Outcomes in Service Members and Veterans.",ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42472470/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0041,42533972,8SL5C5J6,10.3138/jmvfh-2025-0013,Pharmacogenomics testing to optimize medical countermeasures against chemical warfare agents and bacterial biothreats in military settings.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42533972/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0040,42534052,ZRI82RPN,10.3138/jmvfh-2025-0012,Barriers to and facilitators of measurement-based care in posttraumatic stress disorder treatment: A systematic review.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42534052/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0028,42560215,FVTTTZ4M,10.1093/milmed/usag278,Association Between Same-day Intrauterine Device Placement and Contraceptive Outcomes in the Military Health System.,ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42560215/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0026,42560223,ABZRERK5,10.1093/milmed/usag097,"Evaluation of Interprofessional Collaboration, Communication, Teamwork, and Prehospital Clinical Competencies Among Military Healthcare Providers During a Medical Trauma Simulation Exercise: A Cross-sectional Study.",ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42560223/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0024,42560233,6AC92QFW,10.1093/milmed/usaf629,"Assessing the Fidelity, Usability, and Educational Utility of a Comprehensive Training System for Ureteral Trauma Repair Surgery.",ADJ-23,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42560233/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0019,42564675,758ZMY3V,10.4085/1062-6050-0231.24,National Athletic Trainers' Association Position Statement: Evaluation of Dietary Supplements for Athlete Safety and Performance.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42564675/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0018,42565722,KI5ANE8D,10.1093/milmed/usag368,Estimating the Causal Effect of Alcohol Consumption on Military-Relevant Mental Health Conditions: A Mendelian Randomization Study Using the All of Us Research Program.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42565722/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0006,42623656,2XMNRPEP,10.1093/milmed/usag396,Integrating Ketamine and Autogenic Training for Chronic Pain: A Case Study at Walter Reed National Military Medical Center.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/42623656/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1438,6528505,QX9BPBB5,,[Physical readiness for military service based on health status indicators].,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/6528505/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1436,7166615,888UAF58,10.1007/bf01326551,An evaluation of program implementation strategies for a rural first-responder system.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/7166615/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1424,9121672,MQXWIZZR,,First laparoscopic hernia repair onboard an aircraft carrier at sea.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/9121672/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1422,9271898,K6TCHHIH,,Training for operational readiness.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/9271898/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1420,9430530,HE9NEMFT,10.4269/ajtmh.1997.57.699,Short report: impact of traveler's diarrhea on United States troops deployed to Thailand.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/9430530/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1418,9516531,XD498E5P,10.1007/s002679900113,Regulation of Hillside Development in the United States.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/9516531/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-1417,9591616,P5G4ZSX4,,Back pain in Australian military helicopter pilots: a preliminary study.,ADJ-24,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/9591616/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
